instr,Ecoa1,Ecoa2,Ecoa3,class,nb.repeat,attendance,difficulty
RF01023355,8,14,18,TC3052,1,0,1
RF01023355,22,41,37,TC3052,1,2,3
RF01023355,25,40,34,TC3052,1,4,2
RF01023355,23,28,25,TC3052,1,3,2
RF01023355,31,35,36,TC3052,1,1,3
RF01023355,32,36,36,TC3052,1,2,2
RF01023355,8,9,9,TC3052,1,0,1
RF01023355,25,30,34,TC3052,2,4,2
RF01023355,21,18,27,TC3052,1,3,3
RF01023355,23,27,27,TC3052,1,1,4
RF01023355,28,27,27,TC3052,1,4,3
RF01023355,33,36,36,TC3052,1,3,2
RF01023355,8,9,9,TC3052,1,0,1
RF01023355,15,18,18,TC3052,1,0,1
RF01023355,30,34,36,TC3052,1,1,2
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,24,35,42,TC3052,1,0,1
RF01023355,23,39,45,TC3052,1,1,2
RF01023355,13,19,18,TC3052,1,3,1
RF01023355,25,28,27,TC3052,1,1,3
RF01023355,36,45,45,TC3052,1,0,1
RF01023355,8,9,24,TC3052,1,0,1
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,8,9,9,TC3052,1,0,1
RF01023355,39,45,45,TC3052,1,2,2
RF01023355,31,36,36,TC3052,1,2,1
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,36,45,45,TC3052,1,0,1
RF01023355,32,38,36,TC3052,1,2,2
RF01023355,19,16,17,TC3052,1,3,4
RF01023355,33,34,39,TC3052,1,4,3
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,34,42,45,TC3052,1,4,3
RF01023355,28,32,36,TC3052,1,1,1
RF01023355,29,36,34,TC3052,1,3,4
RF01023355,28,42,39,TC3052,1,1,1
RF01023355,32,36,36,TC3052,1,1,3
RF01023355,15,32,36,TC3052,1,1,2
RF01023355,17,26,18,TC3052,1,0,1
RF01023355,25,32,36,TC3052,1,1,3
RF01023355,20,23,25,TC3052,1,1,2
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,31,38,36,TC3052,1,1,2
RF01023355,17,18,20,TC3052,2,1,3
RF01023355,36,45,45,TC3052,1,0,1
RF01023355,27,32,33,TC3052,1,0,3
RF01023355,35,36,36,TC3052,2,4,3
RF01023355,24,27,27,TC3052,1,0,3
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,15,18,18,TC3052,2,0,1
RF01023355,23,27,27,TC3052,1,1,1
RF01023355,24,27,27,TC3052,1,0,3
RF01023355,22,33,32,TC3052,1,0,2
RF01023355,8,9,9,TC3052,1,0,1
RF01023355,32,36,36,TC3052,1,3,1
RF01023355,32,35,36,TC3052,2,2,2
RF01023355,17,21,17,TC3052,2,1,3
RF01023355,32,36,36,TC3052,1,3,1
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,8,9,9,TC3052,1,0,1
RF01023355,36,45,45,TC3052,1,0,1
RF01023355,8,14,18,TC3052,1,0,1
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,27,27,27,TC3052,1,3,3
RF01023355,31,36,36,TC3052,1,1,2
RF01023355,23,32,36,TC3052,1,1,2
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,27,27,27,TC3052,1,2,4
RF01023355,16,9,9,TC3052,1,4,5
RF01023355,26,27,27,TC3052,1,2,3
RF01023355,31,27,22,TC3052,1,3,3
RF01023355,30,36,36,TC3052,1,0,2
RF01023355,41,45,45,TC3052,1,3,3
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,25,27,27,TC3052,1,2,2
RF01023355,15,27,27,TC3052,1,0,1
RF01023355,32,45,45,TC3052,1,0,1
RF01023355,39,45,45,TC3052,1,2,2
RF01023355,37,45,45,TC3052,1,1,1
RF01023355,36,45,45,TC3052,1,0,1
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,42,45,45,TC3052,1,3,4
RF01023355,28,34,36,TC3052,3,1,1
RF01023355,21,28,24,TC3052,1,3,1
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,8,9,9,TC3052,1,0,1
RF01023355,27,35,36,TC3052,1,1,2
RF01023355,25,27,27,TC3052,1,2,2
RF01023355,39,45,45,TC3052,1,4,3
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,12,9,9,TC3052,1,2,3
RF01023355,29,33,37,TC3052,2,0,3
RF01023355,40,45,45,TC3052,1,2,3
RF01023355,39,45,45,TC3052,1,1,3
RF01023355,34,38,45,TC3052,2,3,3
RF01023355,15,10,11,TC3052,1,1,4
RF01023355,28,27,27,TC3052,1,4,3
RF01023355,35,37,34,TC3052,2,3,3
RF01023355,32,36,36,TC3052,1,1,3
RF01023355,21,18,18,TC3052,2,2,3
RF01023355,8,9,9,TC3052,1,0,1
RF01023355,28,38,39,TC3052,1,3,3
RF01023355,25,27,27,TC3052,2,1,3
RF01023355,27,27,21,TC3052,1,2,3
RF01023355,9,9,9,TC3052,2,1,1
RF01023355,32,36,36,TC3052,2,3,3
RF01023355,31,38,34,TC3052,1,1,3
RF01023355,38,45,45,TC3052,2,0,3
RF01023355,19,18,20,TC3052,1,2,3
RF01023355,10,9,9,TC3052,1,0,3
RF01023355,10,9,9,TC3052,2,1,2
RF01023355,33,36,36,TC3052,1,2,3
RF01023355,12,9,9,TC3052,1,4,1
RF01023355,35,20,23,TC3052,1,3,3
RF01023355,15,9,9,TC3052,1,4,4
RF01023355,29,27,29,TC3052,1,3,4
RF01023355,41,45,45,TC3052,1,3,3
RF01023355,16,9,9,TC3052,1,4,4
RF01023355,27,27,27,TC3052,1,3,3
RF01023355,43,45,45,TC3052,1,4,4
RF01023355,30,40,40,TC3052,1,3,3
RF01023355,18,18,18,TC3052,1,2,2
RF01023355,30,41,38,TC3052,1,4,3
RF01023355,32,36,36,TC3052,1,2,4
RF01023355,35,24,34,TC3052,1,3,5
RF01023355,35,36,36,TC3052,1,4,3
RF01023355,33,41,40,TC3052,1,4,3
RF01023355,39,45,45,TC3052,1,1,3
RF01023355,42,43,45,TC3052,1,4,3
RF01023355,32,31,38,TC3052,1,1,3
RF01023355,31,36,36,TC3052,1,1,2
RF01023355,38,45,45,TC3052,1,1,2
RF01023355,28,36,36,TC3052,1,0,2
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,30,36,36,TC3052,2,0,2
RF01023355,12,30,24,TC3052,2,0,1
RF01023355,25,29,38,TC3052,1,2,2
RF01023355,42,45,45,TC3052,1,3,4
RF01023355,28,27,27,TC3052,1,3,4
RF01023355,33,36,36,TC3052,1,3,2
RF01023355,23,29,35,TC3052,1,2,3
RF01023355,24,27,27,TC3052,1,1,2
RF01023355,42,45,45,TC3052,1,4,3
RF01023355,15,9,9,TC3052,1,4,4
RF01023355,41,45,45,TC3052,1,4,2
RF01023355,19,18,18,TC3052,1,2,3
RF01023355,34,36,36,TC3052,1,3,3
RF01023355,30,27,27,TC3052,1,4,5
RF01023355,17,18,21,TC3052,1,1,2
RF01023355,41,45,45,TC3052,1,3,3
RF01023355,31,36,36,TC3052,1,3,4
RF01023355,33,36,36,TC3052,1,3,3
RF01023355,26,27,27,TC3052,1,2,3
RF01023355,28,27,27,TC3052,1,4,3
RF01023355,33,36,36,TC3052,1,2,3
RF01023355,34,36,36,TC3052,1,3,3
RF01023355,36,36,36,TC3052,1,4,4
RF01023355,41,45,45,TC3052,1,3,3
RF01023355,34,36,36,TC3052,1,3,3
RF01023355,42,45,45,TC3052,1,4,3
RF01023355,25,27,27,TC3052,1,1,3
RF01023355,38,37,45,TC3052,1,1,2
RF01023355,42,28,19,TC3052,1,3,4
RF01023355,33,34,27,TC3052,1,2,3
RF01023355,40,44,44,TC3052,1,3,4
RF01023355,33,41,45,TC3052,1,2,3
RF01023355,34,39,34,TC3052,1,3,3
RF01023355,28,30,36,TC3052,1,4,3
RF01023355,26,27,27,TC3052,1,2,3
RF01023355,26,27,27,TC3052,1,3,3
RF01023355,23,27,27,TC3052,1,0,2
RF01023355,29,23,18,TC3052,3,4,5
RF01023355,41,45,45,TC3052,1,3,3
RF01023355,34,41,45,TC3052,1,2,4
RF01023355,34,36,36,TC3052,1,3,3
RF01023355,10,9,9,TC3052,1,1,2
RF01023355,31,36,36,TC3052,1,1,2
RF01023355,30,27,27,TC3052,1,4,5
RF01023355,30,30,32,TC3052,1,2,3
RF01023355,25,32,36,TC3052,1,2,3
RF01023355,12,9,27,TC3052,1,2,3
RF01023355,34,36,36,TC3052,1,3,3
RF01023355,27,27,27,TC3052,1,3,3
RF01023355,42,45,45,TC3052,1,4,3
RF01023355,41,45,45,TC3052,1,4,2
RF01023355,35,36,36,TC3052,1,4,3
RF01023355,19,22,24,TC3052,1,1,1
RF01023355,26,27,27,TC3052,1,1,4
RF01023355,35,36,36,TC3052,1,4,3
RF01023355,31,36,36,TC3052,1,2,3
RF01023355,36,32,35,TC3052,1,2,4
RF01023355,27,25,27,TC3052,1,3,3
RF01023355,35,34,37,TC3052,1,3,3
RF01023355,34,39,36,TC3052,1,1,3
RF01023355,40,45,45,TC3052,1,2,3
RF01023355,24,27,27,TC3052,2,0,3
RF01023355,33,32,34,TC3052,3,1,3
RF01023355,26,27,27,TC3052,1,1,4
RF01023355,8,9,9,TC3052,1,0,1
RF01023355,8,9,9,TC3052,1,0,1
RF01023355,20,18,18,TC3052,2,1,5
RF01023355,24,27,27,TC3052,1,0,3
RF01023355,24,27,27,TC3052,2,0,3
RF01023355,38,45,45,TC3052,2,0,3
RF01023355,28,36,36,TC3052,2,0,3
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,16,18,9,TC3052,2,0,3
RF01023355,18,18,20,TC3052,2,1,2
RF01023355,10,9,9,TC3052,1,1,2
RF01023355,24,27,27,TC3052,1,0,3
RF01023355,24,27,27,TC3052,1,1,2
RF01023355,41,45,45,TC3052,1,3,3
RF01023355,38,45,45,TC3052,1,1,2
RF01023355,34,34,36,TC3052,1,1,3
RF01023355,28,42,44,TC3052,1,2,3
RF01023355,27,33,33,TC3052,1,3,3
RF01023355,12,9,9,TC3052,2,1,4
RF01023355,25,27,27,TC3052,1,1,3
RF01023355,26,22,21,TC3052,1,1,4
RF01023355,32,36,36,TC3052,1,1,3
RF01023355,25,27,27,TC3052,1,2,2
RF01023355,33,36,36,TC3052,1,2,3
RF01023355,33,28,28,TC3052,1,3,3
RF01023355,31,36,36,TC3052,1,1,2
RF01023355,32,36,36,TC3052,1,1,3
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,25,27,27,TC3052,1,0,4
RF01023355,34,36,36,TC3052,1,3,3
RF01023355,34,36,36,TC3052,1,3,3
RF01023355,32,36,36,TC3052,1,1,3
RF01023355,11,25,30,TC3052,1,1,3
RF01023355,32,36,36,TC3052,1,1,3
RF01023355,30,34,35,TC3052,1,1,3
RF01023355,30,35,34,TC3052,1,3,2
RF01023355,25,27,27,TC3052,1,1,3
RF01023355,27,32,28,TC3052,1,0,2
RF01023355,35,40,41,TC3052,1,1,2
RF01023355,8,9,9,TC3052,1,0,1
RF01023355,27,31,28,TC3052,1,4,3
RF01023355,32,41,45,TC3052,1,3,3
RF01023355,38,45,41,TC3052,1,1,2
RF01023355,25,27,27,TC3052,1,0,4
RF01023355,34,36,41,TC3052,1,3,3
RF01023355,34,36,36,TC3052,1,2,4
RF01023355,33,34,31,TC3052,1,2,3
RF01023355,33,36,36,TC3052,1,2,3
RF01023355,27,27,27,TC3052,1,2,4
RF01023355,13,9,9,TC3052,1,2,4
RF01023355,40,45,45,TC3052,1,2,3
RF01023355,27,27,27,TC3052,1,3,3
RF01023355,27,27,27,TC3052,1,2,4
RF01023355,31,33,24,TC3052,1,3,2
RF01023355,36,36,36,TC3052,1,4,4
RF01023355,32,36,36,TC3052,1,1,3
RF01023355,27,27,27,TC3052,1,3,3
RF01023355,25,29,30,TC3052,3,2,3
RF01023355,22,33,35,TC3052,1,0,3
RF01023355,43,45,45,TC3052,1,4,4
RF01023355,21,33,35,TC3052,1,3,3
RF01023355,16,32,26,TC3052,2,3,3
RF01023355,35,36,36,TC3052,1,3,4
RF01023355,27,38,45,TC3052,1,0,1
RF01023355,29,41,45,TC3052,1,3,3
RF01023355,32,39,40,TC3052,1,4,4
RF01023355,22,34,35,TC3052,1,0,3
RF01023355,17,27,27,TC3052,1,1,3
RF01023355,15,14,25,TC3052,1,3,5
RF01023355,26,37,32,TC3052,1,4,4
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,41,45,45,TC3052,1,3,3
RF01023355,14,18,31,TC3052,2,0,4
RF01023355,31,36,36,TC3052,2,0,3
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,26,22,15,TC3052,1,3,3
RF01023355,32,40,45,TC3052,1,0,1
RF01023355,27,27,27,TC3052,1,4,2
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,25,31,43,TC3052,1,2,4
RF01023355,26,42,45,TC3052,1,2,3
RF01023355,8,19,27,TC3052,1,0,1
RF01023355,29,39,40,TC3052,1,2,3
RF01023355,20,16,22,TC3052,1,2,4
RF01023355,13,9,9,TC3052,1,1,5
RF01023355,35,29,37,TC3052,1,1,4
RF01023355,9,9,9,TC3052,1,1,1
RF01023355,23,27,27,TC3052,1,0,2
RF01023355,24,27,27,TC3052,1,2,1
RF01023355,28,32,36,TC3052,1,3,4
RF01023355,21,27,27,TC3052,1,2,2
RF01023355,37,45,45,TC3052,1,1,1
RF01023355,21,32,33,TC3052,1,0,1
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,38,38,39,TC3052,1,3,3
RF01023355,20,18,18,TC3052,1,3,3
RF01023355,22,27,27,TC3052,2,0,1
RF01023355,42,42,45,TC3052,1,4,3
RF01023355,33,36,36,TC3052,1,3,2
RF01023355,25,31,30,TC3052,1,3,3
RF01023355,19,21,26,TC3052,1,4,4
RF01023355,34,36,36,TC3052,1,3,3
RF01023355,24,31,36,TC3052,1,4,3
RF01023355,27,27,27,TC3052,1,4,2
RF01023355,24,36,38,TC3052,1,3,3
RF01023355,25,34,34,TC3052,1,4,3
RF01023355,34,36,36,TC3052,1,3,3
RF01023355,29,29,36,TC3052,1,1,3
RF01023355,36,45,34,TC3052,1,0,1
RF01023355,23,30,35,TC3052,1,4,3
RF01023355,33,36,36,TC3052,1,2,3
RF01023355,28,33,31,TC3052,1,3,2
RF01023355,25,27,27,TC3052,1,1,3
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,28,29,30,TC3052,1,2,5
RF01023355,29,36,37,TC3052,1,0,1
RF01023355,38,45,45,TC3052,1,0,4
RF01023355,32,36,36,TC3052,1,1,3
RF01023355,24,27,27,TC3052,3,2,1
RF01023355,27,27,27,TC3052,1,2,4
RF01023355,36,26,36,TC3052,1,0,1
RF01023355,32,36,36,TC3052,1,1,3
RF01023355,25,27,27,TC3052,1,3,1
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,25,27,27,TC3052,1,1,3
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,33,36,36,TC3052,1,2,3
RF01023355,27,27,27,TC3052,1,0,1
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,35,36,36,TC3052,1,2,3
RF01023355,33,36,36,TC3052,1,2,3
RF01023355,17,18,18,TC3052,2,1,2
RF01023355,22,32,28,TC3052,1,4,3
RF01023355,25,27,27,TC3052,1,2,2
RF01023355,15,22,28,TC3052,1,0,1
RF01023355,8,9,18,TC3052,1,0,1
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,16,24,36,TC3052,1,1,5
RF01023355,34,36,36,TC3052,1,2,4
RF01023355,35,36,36,TC3052,1,4,3
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,33,36,36,TC3052,1,2,3
RF01023355,18,13,24,TC3052,1,4,3
RF01023355,27,27,27,TC3052,1,3,3
RF01023355,33,36,36,TC3052,1,4,1
RF01023355,24,35,29,TC3052,1,0,1
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,12,9,9,TC3052,1,0,5
RF01023355,29,35,36,TC3052,1,0,1
RF01023355,22,27,27,TC3052,1,0,1
RF01023355,30,36,36,TC3052,1,0,4
RF01023355,18,9,9,TC3052,1,0,3
RF01023355,40,45,45,TC3052,1,2,3
RF01023355,31,37,36,TC3052,1,1,2
RF01023355,35,36,36,TC3052,1,3,4
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,29,36,36,TC3052,1,0,1
RF01023355,31,34,34,TC3052,1,1,3
RF01023355,39,45,45,TC3052,1,1,3
RF01023355,25,27,27,TC3052,2,0,4
RF01023355,18,9,9,TC3052,1,1,2
RF01023355,23,27,27,TC3052,1,1,4
RF01023355,17,18,18,TC3052,2,1,2
RF01023355,35,36,36,TC3052,1,3,4
RF01023355,42,45,45,TC3045,1,4,3
RF01023355,31,36,36,TC3045,2,0,3
RF01023355,22,27,27,TC3045,1,0,1
RF01023355,12,9,9,TC3045,1,4,1
RF01023355,30,28,37,TC3045,1,3,3
RF01023355,21,20,25,TC3045,1,3,4
RF01023355,28,27,27,TC3045,1,3,4
RF01023355,34,27,27,TC3045,1,1,4
RF01023355,40,45,45,TC3045,1,0,5
RF01023355,27,32,36,TC3045,1,3,3
RF01023355,43,45,41,TC3045,1,4,4
RF01023355,36,36,36,TC3045,1,4,4
RF01023355,30,36,36,TC3045,1,0,2
RF01023355,25,34,36,TC3045,1,2,2
RF01023355,26,20,27,TC3045,1,1,4
RF01023355,18,21,29,TC3045,1,1,4
RF01023355,23,23,37,TC3045,1,1,4
RF01023355,22,27,27,TC3045,1,0,1
RF01023355,43,45,45,TC3045,1,4,4
RF01023355,21,19,21,TC3045,2,1,3
RF01023355,28,27,27,TC3045,1,4,3
RF01023355,22,20,11,TC3045,1,3,5
RF01023355,35,36,36,TC3045,1,4,3
RF01023355,35,37,38,TC3045,1,3,4
RF01023355,13,9,9,TC3045,1,3,3
RF01023355,26,27,27,TC3045,1,2,3
RF01023355,35,30,27,TC3045,1,3,4
RF01023355,32,36,36,TC3045,1,1,3
RF01023355,42,45,45,TC3045,1,4,3
RF01023355,42,45,45,TC3045,1,3,4
RF01023355,36,45,45,TC3045,1,0,1
RF01023355,41,45,45,TC3045,1,3,3
RF01023355,39,45,45,TC3045,1,1,3
RF01023355,13,14,19,TC3045,1,0,4
RF01023355,26,27,27,TC3045,2,1,4
RF01023355,32,36,36,TC3045,3,0,4
RF01023355,26,29,27,TC3045,2,1,4
RF01023355,19,18,18,TC3045,2,1,4
RF01023355,42,45,45,TC3045,1,3,4
RF01023355,26,20,26,TC3045,2,3,3
RF01023355,26,27,27,TC3045,1,1,4
RF01023355,29,27,27,TC3045,1,3,5
RF01023355,44,45,45,TC3045,1,4,5
RF01023355,27,27,27,TC3045,1,2,4
RF01023355,35,36,36,TC3045,1,4,3
RF01023355,27,25,25,TC3045,1,3,4
RF01023355,42,45,45,TC3045,1,3,4
RF01023355,29,27,27,TC3045,1,3,5
RF01023355,33,36,36,TC3045,1,1,4
RF01023355,42,45,45,TC3045,1,4,3
RF01023355,26,27,27,TC3045,1,0,5
RF01023355,36,36,36,TC3045,1,4,4
RF01023355,29,27,27,TC3045,1,4,4
RF01023355,19,18,18,TC3045,1,4,5
RF01023355,37,36,36,TC3045,1,4,5
RF01023355,21,14,14,TC3045,1,4,5
RF01023355,21,18,18,TC3045,1,4,3
RF01023355,37,36,36,TC3045,1,4,5
RF01023355,24,27,34,TC3045,1,4,5
RF01023355,35,36,34,TC3045,1,4,3
RF01023355,25,27,27,TC3045,1,1,3
RF01023355,35,36,36,TC3045,1,3,4
RF01023355,29,32,36,TC3045,1,2,4
RF01023355,35,39,45,TC3045,1,3,4
RF01023355,35,36,36,TC3045,1,3,4
RF01023355,14,15,20,TC3045,1,2,5
RF01023355,31,32,43,TC3045,1,3,4
RF01023355,23,27,28,TC3045,1,2,4
RF01023355,36,35,25,TC3045,1,4,4
RF01023355,24,33,36,TC3045,1,2,3
RF01023355,35,36,36,TC3045,1,3,4
RF01023355,40,45,45,TC3045,1,3,3
RF01023355,35,41,45,TC3045,1,4,4
RF01023355,34,34,31,TC3045,1,3,3
RF01023355,34,36,36,TC3045,1,3,3
RF01023355,15,14,9,TC3045,1,2,2
RF01023355,34,39,42,TC3045,1,1,3
RF01023355,26,27,27,TC3045,1,0,5
RF01023355,29,25,31,TC3045,1,3,5
RF01023355,35,36,36,TC3045,1,3,4
RF01023355,31,30,30,TC3045,1,4,3
RF01023355,41,40,45,TC3045,1,4,3
RF01023355,35,36,36,TC3045,1,3,4
RF01023355,42,44,45,TC3045,1,3,4
RF01023355,29,37,36,TC3045,1,0,4
RF01023355,32,36,36,TC3045,1,0,4
RF01023355,13,9,9,TC3045,1,3,3
RF01023355,41,45,45,TC3045,1,2,4
RF01023355,30,25,27,TC3045,1,3,4
RF01023355,33,36,36,TC3045,1,0,5
RF01023355,27,27,27,TC3045,3,1,5
RF01023355,32,36,36,TC3045,3,0,4
RF01023355,33,36,36,TC3045,2,1,4
RF01023355,34,36,36,TC3045,1,1,5
RF01023355,20,23,24,TC3045,1,1,5
RF01023355,10,9,9,TC3045,1,0,3
RF01023355,32,36,36,TC3045,1,1,3
RF01023355,34,36,36,TC3045,1,3,3
RF01023355,31,37,35,TC3045,1,3,4
RF01023355,14,16,11,TC3045,2,4,3
RF01023355,17,18,18,TC3045,2,1,2
RF01023355,28,26,27,TC3045,1,3,4
RF01023355,34,36,36,TC3045,1,3,3
RF01023355,25,27,27,TC3045,1,0,4
RF01023355,41,45,45,TC3045,1,3,3
RF01023355,42,45,45,TC3045,1,3,4
RF01023355,27,27,27,TC3045,1,2,4
RF01023355,42,45,45,TC3045,1,4,3
RF01023355,26,27,27,TC3045,1,1,4
RF01023355,24,40,45,TC3045,1,1,4
RF01023355,35,36,36,TC3045,1,0,3
RF01023355,12,9,9,TC3045,2,0,5
RF01023355,31,40,44,TC3045,1,3,3
RF01023355,28,41,39,TC3045,1,2,3
RF01023355,25,34,36,TC3045,1,2,3
RF01023355,32,34,38,TC3045,1,3,4
RF01023355,21,32,29,TC3045,1,1,4
RF01023355,31,33,42,TC3045,1,3,3
RF01023355,11,14,18,TC3045,2,0,4
RF01023355,13,27,36,TC3045,1,0,3
RF01023355,22,24,16,TC3045,2,4,4
RF01023355,36,37,44,TC3045,1,4,4
RF01023355,28,42,41,TC3045,1,4,3
RF01023355,34,34,34,TC3045,1,4,3
RF01023355,20,32,41,TC3045,1,3,3
RF01023355,24,27,32,TC3045,1,3,4
RF01023355,25,32,30,TC3045,1,4,3
RF01023355,24,32,30,TC3045,1,2,4
RF01023355,15,18,18,TC3045,1,0,1
RF01023355,25,34,33,TC3045,1,1,3
RF01023355,25,28,31,TC3045,1,3,3
RF01023355,8,9,9,TC3045,1,0,1
RF01023355,11,9,10,TC3045,2,1,3
RF01023355,29,36,36,TC3045,1,0,1
RF01023355,26,27,27,TC3045,1,1,4
RF01023355,26,27,27,TC3045,2,2,3
RF01023355,41,45,45,TC3045,1,3,3
RF01023355,24,27,27,TC3045,1,1,2
RF01023355,14,9,9,TC3045,2,3,2
RF01023355,18,18,18,TC3045,1,1,3
RF01023355,10,38,43,TC3045,3,1,2
RF01023355,36,36,36,TC3045,1,4,4
RF01023355,8,9,9,TC3045,1,0,1
RF01023355,23,26,29,TC3045,1,3,3
RF01023355,25,27,27,TC3045,1,1,3
RF01023355,28,36,36,TC3045,1,0,1
RF01023355,37,36,36,TC3045,1,4,5
RF01023355,30,30,32,TC3045,1,2,3
RF01023355,24,27,27,TC3045,1,1,4
RF01023355,41,45,45,TC3045,1,3,3
RF01023355,34,45,45,TC3045,1,2,2
RF01023355,31,34,36,TC3045,1,2,4
RF01023355,22,27,27,TC3045,1,0,1
RF01023355,22,34,34,TC3045,1,0,1
RF01023355,41,45,45,TC3045,1,4,3
RF01023355,34,41,33,TC3045,1,2,3
RF01023355,32,41,45,TC3045,1,0,4
RF01023355,32,33,36,TC3045,1,1,3
RF01023355,27,35,37,TC3045,1,1,2
RF01023355,20,30,32,TC3045,1,4,4
RF01023355,26,32,36,TC3045,1,3,3
RF01023355,40,45,45,TC3045,1,2,3
RF01023355,13,9,9,TC3045,3,3,3
RF01023355,20,21,27,TC3045,1,3,3
RF01023355,32,24,22,TC3045,1,1,3
RF01023355,20,26,36,TC3045,1,1,3
RF01023355,30,32,33,TC3045,1,4,3
RF01023355,36,45,45,TC3045,1,0,1
RF01023355,10,9,9,TC3045,2,0,3
RF01023355,32,36,36,TC3045,2,1,3
RF01023355,26,27,27,TC3045,1,2,3
RF01023355,26,27,25,TC3045,1,2,3
RF01023355,15,18,33,TC3045,1,4,4
RF01023355,15,18,19,TC3045,1,3,3
RF01023355,18,16,13,TC3045,1,4,5
RF01023355,41,42,36,TC3045,1,3,3
RF01023355,14,18,18,TC3045,1,0,1
RF01023355,22,27,27,TC3045,1,0,1
RF01023355,33,36,36,TC3045,1,2,3
RF01023355,34,33,32,TC3045,1,3,3
RF01023355,24,27,27,TC3045,2,0,3
RF01023355,27,27,27,TC3045,1,3,3
RF01023355,12,9,9,TC3045,1,0,5
RF01023355,29,27,27,TC3045,1,4,4
RF01023355,23,34,36,TC3045,1,0,1
RF01023355,27,32,36,TC3045,1,3,3
RF01023355,29,36,36,TC3045,1,0,1
RF01023355,20,30,31,TC3045,1,0,3
RF01023355,11,9,9,TC3045,1,3,1
RF01023355,22,32,29,TC3045,1,3,3
RF01023355,21,25,27,TC3045,1,3,3
RF01023355,27,25,25,TC3045,1,3,3
RF01023355,29,27,27,TC3045,1,4,4
RF01023355,41,45,45,TC3045,1,4,2
RF01023355,22,27,27,TC3045,1,0,1
RF01023355,23,27,32,TC3045,1,3,3
RF01023355,35,38,41,TC3045,1,3,3
RF01023355,42,45,40,TC3045,1,4,3
RF01023355,25,33,41,TC3045,1,4,1
RF01023355,26,35,36,TC3045,1,3,4
RF01023355,28,34,34,TC3045,1,3,4
RF01023355,41,45,45,TC3045,2,3,3
RF01023355,31,32,27,TC3045,1,3,3
RF01023355,36,45,45,TC3045,1,0,1
RF01023355,30,36,36,TC3045,2,0,2
RF01023355,28,35,36,TC3045,1,1,3
RF01023355,24,33,36,TC3045,2,1,2
RF01023355,39,45,45,TC3045,1,1,3
RF01023355,37,40,35,TC3045,1,4,3
RF01023355,42,44,40,TC3045,1,2,5
RF01023355,16,27,25,TC3045,1,0,1
RF01023355,34,36,36,TC3045,1,4,2
RF01023355,30,34,36,TC3045,1,4,3
RF01023355,25,33,36,TC3045,1,1,3
RF01023355,17,20,19,TC3045,1,0,1
RF01023355,19,32,36,TC3045,2,2,3
RF01023355,34,36,36,TC3045,1,4,2
RF01023355,44,45,45,TC3045,1,4,5
RF01023355,27,27,27,TC3045,2,3,3
RF01023355,33,40,35,TC3045,1,2,3
RF01023355,26,27,27,TC3045,1,2,3
RF01023355,26,27,27,TC3045,1,3,2
RF01023355,33,34,36,TC3045,1,2,3
RF01023355,44,45,45,TC3045,1,4,5
RF01023355,28,27,27,TC3045,1,3,4
RF01023355,33,36,36,TC3045,1,1,4
RF01023355,19,34,36,TC3045,1,0,1
RF01023355,29,36,36,TC3045,1,2,3
RF01023355,24,27,27,TC3045,1,1,2
RF01023355,41,45,45,TC3045,1,4,2
RF01023355,22,27,27,TC3045,1,0,1
RF01023355,35,36,36,TC3045,1,3,4
RF01023355,36,45,45,TC3045,1,0,1
RF01023355,29,25,23,TC3045,1,2,4
RF01023355,18,18,18,TC3045,1,0,1
RF01023355,30,33,29,TC3045,1,3,3
RF01023355,15,18,18,TC3045,1,0,1
RF01023355,27,33,32,TC3045,1,3,3
RF01023355,8,9,9,TC3045,1,0,1
RF01023355,37,45,45,TC3045,1,3,3
